College,Subject,Year,Social Propensity,Club Propensity,Disease State,Adapted Group Size,Gender,Assigned,Group ID,Group Size
Christ's,Education Tripos,3,0,0,0,7,Female,True,52.0,10
Christ's,Engineering Tripos,1,0,0,0,7,Male,True,2.0,6
Christ's,Engineering Tripos,1,0,0,0,8,Female,True,16.0,8
Christ's,Engineering Tripos,1,0,0,0,4,Male,True,57.0,6
Christ's,Engineering Tripos,1,0,0,0,5,Female,True,18.0,5
Christ's,Engineering Tripos,1,0,0,0,6,Male,True,19.0,6
Christ's,Engineering Tripos,1,0,0,0,3,Male,True,20.0,3
Christ's,Engineering Tripos,1,0,0,0,6,Female,True,21.0,6
Christ's,Engineering Tripos,2,0,0,0,5,Female,True,62.0,4
Christ's,Engineering Tripos,2,0,0,0,3,Female,True,9.0,9
Christ's,Engineering Tripos,2,0,0,0,6,Female,True,9.0,9
Christ's,Engineering Tripos,2,0,0,0,7,Male,True,9.0,9
Christ's,Engineering Tripos,2,0,0,0,5,Female,True,63.0,4
Christ's,Engineering Tripos,2,0,0,0,4,Male,True,23.0,4
Christ's,Engineering Tripos,2,0,0,0,6,Male,True,24.0,6
Christ's,Engineering Tripos,3,0,0,0,8,Female,True,13.0,6
Christ's,Engineering Tripos,3,0,0,0,8,Female,True,13.0,6
Christ's,Engineering Tripos,3,0,0,0,6,Male,True,12.0,5
Christ's,Engineering Tripos,3,0,0,0,5,Male,True,14.0,7
Christ's,Engineering Tripos,3,0,0,0,7,Male,True,28.0,10
Christ's,Engineering Tripos,3,0,0,0,5,Male,True,14.0,7
Christ's,Engineering Tripos,3,0,0,0,6,Male,True,51.0,9
Christ's,Engineering Tripos,4,0,0,0,7,Female,True,27.0,8
Christ's,Engineering Tripos,4,0,0,0,4,Female,True,7.0,7
Christ's,Engineering Tripos,4,0,0,0,4,Male,True,27.0,8
Christ's,Engineering Tripos,4,0,0,0,4,Male,True,7.0,7
Christ's,Engineering Tripos,4,0,0,0,6,Male,True,25.0,6
Christ's,Engineering Tripos,4,0,0,0,5,Male,True,64.0,4
Christ's,Engineering Tripos,4,0,0,0,8,Male,True,27.0,8
Christ's,English Tripos,1,0,0,0,6,Female,True,15.0,7
Christ's,English Tripos,1,0,0,0,5,Female,True,38.0,6
Christ's,English Tripos,1,0,0,0,6,Female,True,18.0,5
Christ's,English Tripos,1,0,0,0,7,Male,True,48.0,6
Christ's,English Tripos,1,0,0,0,7,Female,True,15.0,7
Christ's,English Tripos,1,0,0,0,8,Female,True,50.0,6
Christ's,English Tripos,1,0,0,0,10,Female,True,37.0,8
Christ's,English Tripos,1,0,0,0,7,Male,True,16.0,8
Christ's,English Tripos,2,0,0,0,7,Female,True,45.0,7
Christ's,English Tripos,2,0,0,0,7,Female,True,46.0,9
Christ's,English Tripos,2,0,0,0,8,Female,True,23.0,4
Christ's,English Tripos,2,0,0,0,6,Female,True,22.0,5
Christ's,English Tripos,2,0,0,0,10,Female,True,3.0,4
Christ's,English Tripos,2,0,0,0,7,Female,True,24.0,6
Christ's,English Tripos,2,0,0,0,8,Female,True,24.0,6
Christ's,English Tripos,2,0,0,0,6,Female,True,36.0,8
Christ's,English Tripos,3,0,0,0,9,Female,True,14.0,7
Christ's,English Tripos,3,0,0,0,10,Female,True,28.0,10
Christ's,English Tripos,3,0,0,0,6,Female,True,29.0,6
Christ's,English Tripos,3,0,0,0,8,Male,True,30.0,8
Christ's,English Tripos,3,0,0,0,10,Male,True,31.0,10
Christ's,English Tripos,3,0,0,0,7,Female,True,32.0,7
Christ's,English Tripos,3,0,0,0,8,Female,True,33.0,8
Christ's,English Tripos,3,0,0,0,8,Female,True,34.0,8
Christ's,Geographical Tripos,1,0,0,0,5,Female,True,16.0,8
Christ's,Geographical Tripos,1,0,0,0,9,Female,True,21.0,6
Christ's,Geographical Tripos,1,0,0,0,9,Female,True,16.0,8
Christ's,Geographical Tripos,1,0,0,0,11,Female,True,49.0,8
Christ's,Geographical Tripos,2,0,0,0,8,Female,True,24.0,6
Christ's,Geographical Tripos,2,0,0,0,8,Male,True,24.0,6
Christ's,Geographical Tripos,2,0,0,0,9,Female,True,35.0,9
Christ's,Geographical Tripos,2,0,0,0,8,Female,True,36.0,8
Christ's,Geographical Tripos,3,0,0,0,7,Female,True,28.0,10
Christ's,Geographical Tripos,3,0,0,0,7,Female,True,28.0,10
Christ's,Geographical Tripos,3,0,0,0,10,Male,True,28.0,10
Christ's,Geographical Tripos,3,0,0,0,6,Female,True,12.0,5
Christ's,Historical Tripos,1,0,0,0,5,Female,True,58.0,5
Christ's,Historical Tripos,1,0,0,0,7,Female,True,37.0,8
Christ's,Historical Tripos,1,0,0,0,5,Female,True,11.0,4
Christ's,Historical Tripos,1,0,0,0,7,Female,True,17.0,4
Christ's,Historical Tripos,1,0,0,0,9,Male,True,21.0,6
Christ's,Historical Tripos,1,0,0,0,8,Female,True,49.0,8
Christ's,Historical Tripos,1,0,0,0,7,Female,True,49.0,8
Christ's,Historical Tripos,1,0,0,0,8,Female,True,19.0,6
Christ's,Historical Tripos,2,0,0,0,7,Female,True,43.0,6
Christ's,Historical Tripos,2,0,0,0,7,Female,True,42.0,8
Christ's,Historical Tripos,2,0,0,0,7,Male,True,60.0,5
Christ's,Historical Tripos,2,0,0,0,9,Female,True,35.0,9
Christ's,Historical Tripos,2,0,0,0,7,Male,True,36.0,8
Christ's,Historical Tripos,2,0,0,0,8,Male,True,22.0,5
Christ's,Historical Tripos,2,0,0,0,9,Female,True,9.0,9
Christ's,Historical Tripos,2,0,0,0,7,Male,True,42.0,8
Christ's,Historical Tripos,3,0,0,0,7,Male,True,28.0,10
Christ's,Historical Tripos,3,0,0,0,9,Female,True,28.0,10
Christ's,Historical Tripos,3,0,0,0,5,Male,True,28.0,10
Christ's,Historical Tripos,3,0,0,0,5,Female,True,67.0,7
Christ's,Historical Tripos,3,0,0,0,8,Male,True,33.0,8
Christ's,Historical Tripos,3,0,0,0,8,Female,True,29.0,6
Christ's,Historical Tripos,3,0,0,0,5,Male,True,51.0,9
Christ's,Historical Tripos,3,0,0,0,6,Female,True,30.0,8
Christ's,History of Art Tripos,1,0,0,0,6,Female,True,19.0,6
Christ's,History of Art Tripos,2,0,0,0,7,Female,True,35.0,9
Christ's,History of Art Tripos,3,0,0,0,10,Female,True,30.0,8
Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,6,Female,True,1.0,7
Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,8,Male,True,19.0,6
Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,7,Female,True,20.0,3
Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,6,Female,True,18.0,5
Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,9,Male,True,10.0,5
Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,5,Male,True,45.0,7
Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,6,Male,True,36.0,8
Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,5,Female,True,36.0,8
Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,7,Female,True,35.0,9
Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,9,Female,True,22.0,5
Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,8,Male,True,52.0,10
Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,7,Male,True,33.0,8
Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,9,Female,True,29.0,6
Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,7,Female,True,30.0,8
Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,9,Male,True,30.0,8
Christ's,Land Economy Tripos,1,0,0,0,9,Male,True,20.0,3
Christ's,Land Economy Tripos,2,0,0,0,9,Female,True,47.0,6
Christ's,Land Economy Tripos,3,0,0,0,8,Female,True,30.0,8
Christ's,Law Tripos,1,0,0,0,11,Male,True,39.0,7
Christ's,Law Tripos,1,0,0,0,8,Female,True,49.0,8
Christ's,Law Tripos,1,0,0,0,6,Female,True,18.0,5
Christ's,Law Tripos,1,0,0,0,8,Female,True,10.0,5
Christ's,Law Tripos,1,0,0,0,8,Female,True,21.0,6
Christ's,Law Tripos,1,0,0,0,8,Male,True,49.0,8
Christ's,Law Tripos,1,0,0,0,6,Female,True,38.0,6
Christ's,Law Tripos,1,0,0,0,7,Male,True,39.0,7
Christ's,Law Tripos,1,0,0,0,5,Female,True,40.0,5
Christ's,Law Tripos,2,0,0,0,5,Female,True,36.0,8
Christ's,Law Tripos,2,0,0,0,4,Male,True,36.0,8
Christ's,Law Tripos,2,0,0,0,5,Female,True,41.0,5
Christ's,Law Tripos,2,0,0,0,8,Female,True,4.0,5
Christ's,Law Tripos,2,0,0,0,6,Female,True,35.0,9
Christ's,Law Tripos,2,0,0,0,6,Female,True,44.0,6
Christ's,Law Tripos,2,0,0,0,7,Female,True,45.0,7
Christ's,Law Tripos,2,0,0,0,9,Female,True,46.0,9
Christ's,Law Tripos,2,0,0,0,6,Male,True,47.0,6
Christ's,Law Tripos,3,0,0,0,7,Male,True,31.0,10
Christ's,Law Tripos,3,0,0,0,5,Female,True,6.0,6
Christ's,Law Tripos,3,0,0,0,6,Female,True,30.0,8
Christ's,Law Tripos,3,0,0,0,6,Male,True,30.0,8
Christ's,Law Tripos,3,0,0,0,9,Female,True,31.0,10
Christ's,Law Tripos,3,0,0,0,7,Male,True,31.0,10
Christ's,Law Tripos,3,0,0,0,7,Female,True,31.0,10
Christ's,Law Tripos,3,0,0,0,10,Female,True,31.0,10
Christ's,Law Tripos,3,0,0,0,10,Female,True,31.0,10
Christ's,Linguistics Tripos,1,0,0,0,13,Female,True,56.0,5
Christ's,Linguistics Tripos,1,0,0,0,9,Male,True,37.0,8
Christ's,Linguistics Tripos,2,0,0,0,8,Female,True,42.0,8
Christ's,Linguistics Tripos,2,0,0,0,7,Female,True,42.0,8
Christ's,Linguistics Tripos,3,0,0,0,8,Male,True,31.0,10
Christ's,Linguistics Tripos,3,0,0,0,6,Female,True,32.0,7
Christ's,Mathematical Tripos,1,0,0,0,5,Female,True,37.0,8
Christ's,Mathematical Tripos,1,0,0,0,6,Male,True,37.0,8
Christ's,Mathematical Tripos,1,0,0,0,6,Female,True,48.0,6
Christ's,Mathematical Tripos,1,0,0,0,3,Female,True,50.0,6
Christ's,Mathematical Tripos,1,0,0,0,5,Male,True,16.0,8
Christ's,Mathematical Tripos,1,0,0,0,5,Male,True,38.0,6
Christ's,Mathematical Tripos,1,0,0,0,5,Male,True,38.0,6
Christ's,Mathematical Tripos,1,0,0,0,5,Male,True,15.0,7
Christ's,Mathematical Tripos,1,0,0,0,5,Male,True,11.0,4
Christ's,Mathematical Tripos,1,0,0,0,2,Male,True,38.0,6
Christ's,Mathematical Tripos,2,0,0,0,3,Male,True,46.0,9
Christ's,Mathematical Tripos,2,0,0,0,4,Male,True,41.0,5
Christ's,Mathematical Tripos,2,0,0,0,4,Male,True,35.0,9
Christ's,Mathematical Tripos,2,0,0,0,3,Male,True,42.0,8
Christ's,Mathematical Tripos,2,0,0,0,5,Male,True,61.0,7
Christ's,Mathematical Tripos,2,0,0,0,8,Male,True,35.0,9
Christ's,Mathematical Tripos,2,0,0,0,6,Male,True,42.0,8
Christ's,Mathematical Tripos,2,0,0,0,4,Male,True,46.0,9
Christ's,Mathematical Tripos,2,0,0,0,5,Male,True,43.0,6
Christ's,Mathematical Tripos,2,0,0,0,5,Female,True,43.0,6
Christ's,Mathematical Tripos,3,0,0,0,3,Male,True,32.0,7
Christ's,Mathematical Tripos,3,0,0,0,3,Male,True,5.0,6
Christ's,Mathematical Tripos,3,0,0,0,3,Male,True,32.0,7
Christ's,Mathematical Tripos,3,0,0,0,6,Male,True,32.0,7
Christ's,Mathematical Tripos,3,0,0,0,9,Female,True,29.0,6
Christ's,Mathematical Tripos,3,0,0,0,4,Male,True,32.0,7
Christ's,Mathematical Tripos,3,0,0,0,5,Male,True,51.0,9
Christ's,Mathematical Tripos,3,0,0,0,4,Male,True,33.0,8
Christ's,Mathematical Tripos,3,0,0,0,8,Male,True,28.0,10
Christ's,Mathematical Tripos,3,0,0,0,5,Male,True,33.0,8
Christ's,Mathematical Tripos,4,0,0,0,3,Female,True,25.0,6
Christ's,Mathematical Tripos,4,0,0,0,6,Male,True,66.0,7
Christ's,Mathematical Tripos,4,0,0,0,5,Male,True,66.0,7
Christ's,Medicine,1,0,0,0,7,Female,True,39.0,7
Christ's,Medicine,1,0,0,0,7,Male,True,15.0,7
Christ's,Medicine,1,0,0,0,5,Female,True,21.0,6
Christ's,Medicine,1,0,0,0,4,Male,True,17.0,4
Christ's,Medicine,1,0,0,0,9,Male,True,15.0,7
Christ's,Medicine,1,0,0,0,6,Male,True,58.0,5
Christ's,Medicine,1,0,0,0,5,Female,True,40.0,5
Christ's,Medicine,1,0,0,0,6,Male,True,40.0,5
Christ's,Medicine,1,0,0,0,8,Male,True,39.0,7
Christ's,Medicine,1,0,0,0,7,Female,True,40.0,5
Christ's,Medicine,1,0,0,0,6,Female,True,48.0,6
Christ's,Medicine,1,0,0,0,8,Male,True,49.0,8
Christ's,Medicine,1,0,0,0,6,Female,True,50.0,6
Christ's,Medicine,2,0,0,0,6,Male,True,43.0,6
Christ's,Medicine,2,0,0,0,7,Female,True,4.0,5
Christ's,Medicine,2,0,0,0,4,Male,True,61.0,7
Christ's,Medicine,2,0,0,0,6,Male,True,44.0,6
Christ's,Medicine,2,0,0,0,7,Male,True,44.0,6
Christ's,Medicine,2,0,0,0,5,Female,True,63.0,4
Christ's,Medicine,2,0,0,0,7,Male,True,45.0,7
Christ's,Medicine,2,0,0,0,6,Male,True,22.0,5
Christ's,Medicine,2,0,0,0,5,Female,True,44.0,6
Christ's,Medicine,2,0,0,0,7,Female,True,45.0,7
Christ's,Medicine,2,0,0,0,4,Male,True,45.0,7
Christ's,Medicine,2,0,0,0,7,Female,True,46.0,9
Christ's,Medicine,2,0,0,0,7,Female,True,24.0,6
Christ's,Medicine,3,0,0,0,7,Female,True,53.0,7
Christ's,Medicine,3,0,0,0,6,Male,True,33.0,8
Christ's,Medicine,3,0,0,0,4,Male,True,5.0,6
Christ's,Medicine,3,0,0,0,6,Female,True,34.0,8
Christ's,Medicine,3,0,0,0,8,Male,True,52.0,10
Christ's,Medicine,3,0,0,0,5,Female,True,34.0,8
Christ's,Medicine,3,0,0,0,4,Female,True,34.0,8
Christ's,Medicine,3,0,0,0,6,Male,True,6.0,6
Christ's,Medicine,3,0,0,0,6,Female,True,34.0,8
Christ's,Medicine,3,0,0,0,9,Female,True,51.0,9
Christ's,Medicine,3,0,0,0,10,Female,True,52.0,10
Christ's,Medicine,3,0,0,0,7,Female,True,53.0,7
Christ's,Medicine,3,0,0,0,5,Male,True,54.0,5
Christ's,Medicine,4,0,0,0,7,Male,True,25.0,6
Christ's,Medicine,4,0,0,0,6,Female,True,25.0,6
Christ's,Medicine,4,0,0,0,9,Female,True,26.0,5
Christ's,Medicine,4,0,0,0,7,Female,True,7.0,7
Christ's,Medicine,4,0,0,0,6,Female,True,26.0,5
Christ's,Medicine,4,0,0,0,7,Male,True,27.0,8
Christ's,Medicine,4,0,0,0,5,Male,True,7.0,7
Christ's,Medicine,4,0,0,0,6,Male,True,66.0,7
Christ's,Medicine,4,0,0,0,6,Female,True,64.0,4
Christ's,Medicine,4,0,0,0,9,Female,True,7.0,7
Christ's,Medicine,4,0,0,0,7,Female,True,55.0,7
Christ's,Medicine,4,0,0,0,7,Male,True,65.0,3
Christ's,Medicine,4,0,0,0,7,Male,True,55.0,7
Christ's,Mod & Med Langs Tripos,1,0,0,0,8,Female,True,48.0,6
Christ's,Mod & Med Langs Tripos,1,0,0,0,9,Female,True,37.0,8
Christ's,Mod & Med Langs Tripos,1,0,0,0,8,Female,True,57.0,6
Christ's,Mod & Med Langs Tripos,1,0,0,0,6,Female,True,57.0,6
Christ's,Mod & Med Langs Tripos,1,0,0,0,10,Female,True,39.0,7
Christ's,Mod & Med Langs Tripos,2,0,0,0,9,Female,True,45.0,7
Christ's,Mod & Med Langs Tripos,2,0,0,0,7,Male,True,22.0,5
Christ's,Mod & Med Langs Tripos,2,0,0,0,9,Female,True,41.0,5
Christ's,Mod & Med Langs Tripos,2,0,0,0,6,Female,True,62.0,4
Christ's,Mod & Med Langs Tripos,2,0,0,0,7,Female,True,46.0,9
Christ's,Mod & Med Langs Tripos,4,0,0,0,7,Female,True,55.0,7
Christ's,Mod & Med Langs Tripos,4,0,0,0,6,Male,True,66.0,7
Christ's,Mod & Med Langs Tripos,4,0,0,0,7,Female,True,64.0,4
Christ's,Mod & Med Langs Tripos,4,0,0,0,6,Female,True,55.0,7
Christ's,Mod & Med Langs Tripos,4,0,0,0,9,Male,True,27.0,8
Christ's,Music Tripos,1,0,0,0,7,Male,True,16.0,8
Christ's,Music Tripos,1,0,0,0,9,Female,True,16.0,8
Christ's,Music Tripos,2,0,0,0,8,Male,True,43.0,6
Christ's,Music Tripos,2,0,0,0,6,Male,True,46.0,9
Christ's,Music Tripos,3,0,0,0,8,Male,True,51.0,9
Christ's,Music Tripos,3,0,0,0,7,Female,True,51.0,9
Christ's,Natural Sciences Tripos,1,0,0,0,4,Male,True,18.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,3,Male,True,49.0,8
Christ's,Natural Sciences Tripos,1,0,0,0,8,Female,True,49.0,8
Christ's,Natural Sciences Tripos,1,0,0,0,6,Female,True,37.0,8
Christ's,Natural Sciences Tripos,1,0,0,0,3,Male,True,15.0,7
Christ's,Natural Sciences Tripos,1,0,0,0,4,Female,True,50.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,8,Female,True,39.0,7
Christ's,Natural Sciences Tripos,1,0,0,0,6,Male,True,50.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,6,Female,True,50.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,8,Male,True,10.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,5,Male,True,56.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,6,Female,True,17.0,4
Christ's,Natural Sciences Tripos,1,0,0,0,7,Female,True,48.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,6,Female,True,19.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,8,Female,True,57.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,8,Male,True,57.0,6
Christ's,Natural Sciences Tripos,1,0,0,0,5,Male,True,16.0,8
Christ's,Natural Sciences Tripos,1,0,0,0,8,Female,True,40.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,4,Female,True,58.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,4,Female,True,58.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,6,Female,True,58.0,5
Christ's,Natural Sciences Tripos,1,0,0,0,7,Male,True,59.0,7
Christ's,Natural Sciences Tripos,1,0,0,0,7,Male,True,59.0,7
Christ's,Natural Sciences Tripos,2,0,0,0,6,Female,True,9.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,7,Male,True,47.0,6
Christ's,Natural Sciences Tripos,2,0,0,0,6,Female,True,47.0,6
Christ's,Natural Sciences Tripos,2,0,0,0,5,Female,True,47.0,6
Christ's,Natural Sciences Tripos,2,0,0,0,4,Male,True,36.0,8
Christ's,Natural Sciences Tripos,2,0,0,0,5,Male,True,547.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,7,Female,True,44.0,6
Christ's,Natural Sciences Tripos,2,0,0,0,9,Female,True,61.0,7
Christ's,Natural Sciences Tripos,2,0,0,0,7,Male,True,9.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,7,Female,True,42.0,8
Christ's,Natural Sciences Tripos,2,0,0,0,6,Female,True,46.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,4,Male,True,4.0,5
Christ's,Natural Sciences Tripos,2,0,0,0,5,Female,True,41.0,5
Christ's,Natural Sciences Tripos,2,0,0,0,7,Female,True,35.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,6,Male,True,61.0,7
Christ's,Natural Sciences Tripos,2,0,0,0,4,Female,True,46.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,5,Male,True,62.0,4
Christ's,Natural Sciences Tripos,2,0,0,0,5,Male,True,9.0,9
Christ's,Natural Sciences Tripos,2,0,0,0,3,Female,True,62.0,4
Christ's,Natural Sciences Tripos,2,0,0,0,4,Male,True,63.0,4
Christ's,Natural Sciences Tripos,2,0,0,0,7,Male,True,8.0,8
Christ's,Natural Sciences Tripos,2,0,0,0,3,Male,True,60.0,5
Christ's,Natural Sciences Tripos,2,0,0,0,6,Male,True,44.0,6
Christ's,Natural Sciences Tripos,3,0,0,0,8,Male,True,33.0,8
Christ's,Natural Sciences Tripos,3,0,0,0,5,Male,True,5.0,6
Christ's,Natural Sciences Tripos,3,0,0,0,7,Female,True,14.0,7
Christ's,Natural Sciences Tripos,3,0,0,0,6,Male,True,51.0,9
Christ's,Natural Sciences Tripos,3,0,0,0,3,Female,True,29.0,6
Christ's,Natural Sciences Tripos,3,0,0,0,6,Male,True,51.0,9
Christ's,Natural Sciences Tripos,3,0,0,0,7,Male,True,52.0,10
Christ's,Natural Sciences Tripos,3,0,0,0,6,Female,True,52.0,10
Christ's,Natural Sciences Tripos,3,0,0,0,5,Male,True,13.0,6
Christ's,Natural Sciences Tripos,3,0,0,0,4,Male,True,29.0,6
Christ's,Natural Sciences Tripos,3,0,0,0,8,Female,True,34.0,8
Christ's,Natural Sciences Tripos,3,0,0,0,3,Male,True,52.0,10
Christ's,Natural Sciences Tripos,3,0,0,0,3,Male,True,31.0,10
Christ's,Natural Sciences Tripos,3,0,0,0,4,Female,True,34.0,8
Christ's,Natural Sciences Tripos,3,0,0,0,5,Male,True,53.0,7
Christ's,Natural Sciences Tripos,3,0,0,0,5,Male,True,53.0,7
Christ's,Natural Sciences Tripos,3,0,0,0,6,Male,True,33.0,8
Christ's,Natural Sciences Tripos,3,0,0,0,7,Male,True,12.0,5
Christ's,Natural Sciences Tripos,3,0,0,0,8,Male,True,51.0,9
Christ's,Natural Sciences Tripos,3,0,0,0,5,Male,True,54.0,5
Christ's,Natural Sciences Tripos,3,0,0,0,7,Male,True,52.0,10
Christ's,Natural Sciences Tripos,3,0,0,0,4,Male,True,52.0,10
Christ's,Natural Sciences Tripos,3,0,0,0,4,Male,True,6.0,6
Christ's,Natural Sciences Tripos,4,0,0,0,7,Male,True,26.0,5
Christ's,Natural Sciences Tripos,4,0,0,0,5,Female,True,55.0,7
Christ's,Natural Sciences Tripos,4,0,0,0,4,Male,True,55.0,7
Christ's,Natural Sciences Tripos,4,0,0,0,5,Female,True,26.0,5
Christ's,Natural Sciences Tripos,4,0,0,0,6,Female,True,27.0,8
