Student ID,College,Subject,Year,Social Propensity,Club Propensity,Disease State,Adapted Group Size,Gender
000064,Christ's,Economics Tripos,3,0,0,0,7,Female
000065,Christ's,Economics Tripos,3,0,0,0,7,Female
000066,Christ's,Education Tripos,1,0,0,0,6,Female
000067,Christ's,Education Tripos,2,0,0,0,9,Female
000068,Christ's,Education Tripos,3,0,0,0,7,Female
000069,Christ's,Engineering Tripos,1,0,0,0,7,Male
000070,Christ's,Engineering Tripos,1,0,0,0,8,Female
000071,Christ's,Engineering Tripos,1,0,0,0,4,Male
000072,Christ's,Engineering Tripos,1,0,0,0,5,Female
000073,Christ's,Engineering Tripos,1,0,0,0,6,Male
000074,Christ's,Engineering Tripos,1,0,0,0,3,Male
000075,Christ's,Engineering Tripos,1,0,0,0,6,Female
000076,Christ's,Engineering Tripos,2,0,0,0,5,Female
000077,Christ's,Engineering Tripos,2,0,0,0,3,Female
000078,Christ's,Engineering Tripos,2,0,0,0,6,Female
000079,Christ's,Engineering Tripos,2,0,0,0,7,Male
000080,Christ's,Engineering Tripos,2,0,0,0,5,Female
000081,Christ's,Engineering Tripos,2,0,0,0,4,Male
000082,Christ's,Engineering Tripos,2,0,0,0,6,Male
000083,Christ's,Engineering Tripos,3,0,0,0,8,Female
000084,Christ's,Engineering Tripos,3,0,0,0,8,Female
000085,Christ's,Engineering Tripos,3,0,0,0,6,Male
000086,Christ's,Engineering Tripos,3,0,0,0,5,Male
000087,Christ's,Engineering Tripos,3,0,0,0,7,Male
000088,Christ's,Engineering Tripos,3,0,0,0,5,Male
000089,Christ's,Engineering Tripos,3,0,0,0,6,Male
000090,Christ's,Engineering Tripos,4,0,0,0,7,Female
000091,Christ's,Engineering Tripos,4,0,0,0,4,Female
000092,Christ's,Engineering Tripos,4,0,0,0,4,Male
000093,Christ's,Engineering Tripos,4,0,0,0,4,Male
000094,Christ's,Engineering Tripos,4,0,0,0,6,Male
000095,Christ's,Engineering Tripos,4,0,0,0,5,Male
000096,Christ's,Engineering Tripos,4,0,0,0,8,Male
000097,Christ's,English Tripos,1,0,0,0,6,Female
000098,Christ's,English Tripos,1,0,0,0,5,Female
000099,Christ's,English Tripos,1,0,0,0,6,Female
000100,Christ's,English Tripos,1,0,0,0,7,Male
000101,Christ's,English Tripos,1,0,0,0,7,Female
000102,Christ's,English Tripos,1,0,0,0,8,Female
000103,Christ's,English Tripos,1,0,0,0,10,Female
000104,Christ's,English Tripos,1,0,0,0,7,Male
000105,Christ's,English Tripos,2,0,0,0,7,Female
000106,Christ's,English Tripos,2,0,0,0,7,Female
000107,Christ's,English Tripos,2,0,0,0,8,Female
000108,Christ's,English Tripos,2,0,0,0,6,Female
000109,Christ's,English Tripos,2,0,0,0,10,Female
000110,Christ's,English Tripos,2,0,0,0,7,Female
000111,Christ's,English Tripos,2,0,0,0,8,Female
000112,Christ's,English Tripos,2,0,0,0,6,Female
000113,Christ's,English Tripos,3,0,0,0,9,Female
000114,Christ's,English Tripos,3,0,0,0,10,Female
000115,Christ's,English Tripos,3,0,0,0,6,Female
000116,Christ's,English Tripos,3,0,0,0,8,Male
000117,Christ's,English Tripos,3,0,0,0,10,Male
000118,Christ's,English Tripos,3,0,0,0,7,Female
000119,Christ's,English Tripos,3,0,0,0,8,Female
000120,Christ's,English Tripos,3,0,0,0,8,Female
000121,Christ's,Geographical Tripos,1,0,0,0,5,Female
000122,Christ's,Geographical Tripos,1,0,0,0,9,Female
000123,Christ's,Geographical Tripos,1,0,0,0,9,Female
000124,Christ's,Geographical Tripos,1,0,0,0,11,Female
000125,Christ's,Geographical Tripos,2,0,0,0,8,Female
000126,Christ's,Geographical Tripos,2,0,0,0,8,Male
000127,Christ's,Geographical Tripos,2,0,0,0,9,Female
000128,Christ's,Geographical Tripos,2,0,0,0,8,Female
000129,Christ's,Geographical Tripos,3,0,0,0,7,Female
000130,Christ's,Geographical Tripos,3,0,0,0,7,Female
000131,Christ's,Geographical Tripos,3,0,0,0,10,Male
000132,Christ's,Geographical Tripos,3,0,0,0,6,Female
000133,Christ's,Historical Tripos,1,0,0,0,5,Female
000134,Christ's,Historical Tripos,1,0,0,0,7,Female
000135,Christ's,Historical Tripos,1,0,0,0,5,Female
000136,Christ's,Historical Tripos,1,0,0,0,7,Female
000137,Christ's,Historical Tripos,1,0,0,0,9,Male
000138,Christ's,Historical Tripos,1,0,0,0,8,Female
000139,Christ's,Historical Tripos,1,0,0,0,7,Female
000140,Christ's,Historical Tripos,1,0,0,0,8,Female
000141,Christ's,Historical Tripos,2,0,0,0,7,Female
000142,Christ's,Historical Tripos,2,0,0,0,7,Female
000143,Christ's,Historical Tripos,2,0,0,0,7,Male
000144,Christ's,Historical Tripos,2,0,0,0,9,Female
000145,Christ's,Historical Tripos,2,0,0,0,7,Male
000146,Christ's,Historical Tripos,2,0,0,0,8,Male
000147,Christ's,Historical Tripos,2,0,0,0,9,Female
000148,Christ's,Historical Tripos,2,0,0,0,7,Male
000149,Christ's,Historical Tripos,3,0,0,0,7,Male
000150,Christ's,Historical Tripos,3,0,0,0,9,Female
000151,Christ's,Historical Tripos,3,0,0,0,5,Male
000152,Christ's,Historical Tripos,3,0,0,0,5,Female
000153,Christ's,Historical Tripos,3,0,0,0,8,Male
000154,Christ's,Historical Tripos,3,0,0,0,8,Female
000155,Christ's,Historical Tripos,3,0,0,0,5,Male
000156,Christ's,Historical Tripos,3,0,0,0,6,Female
000157,Christ's,History of Art Tripos,1,0,0,0,6,Female
000158,Christ's,History of Art Tripos,2,0,0,0,7,Female
000159,Christ's,History of Art Tripos,3,0,0,0,10,Female
000160,Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,6,Female
000161,Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,8,Male
000162,Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,7,Female
000163,Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,6,Female
000164,Christ's,"Hum, Soc & Pol Sciences Tripos",1,0,0,0,9,Male
000165,Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,5,Male
000166,Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,6,Male
000167,Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,5,Female
000168,Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,7,Female
000169,Christ's,"Hum, Soc & Pol Sciences Tripos",2,0,0,0,9,Female
000170,Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,8,Male
000171,Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,7,Male
000172,Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,9,Female
000173,Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,7,Female
000174,Christ's,"Hum, Soc & Pol Sciences Tripos",3,0,0,0,9,Male
000175,Christ's,Land Economy Tripos,1,0,0,0,9,Male
000176,Christ's,Land Economy Tripos,2,0,0,0,9,Female
000177,Christ's,Land Economy Tripos,3,0,0,0,8,Female
000178,Christ's,Law Tripos,1,0,0,0,11,Male
000179,Christ's,Law Tripos,1,0,0,0,8,Female
000180,Christ's,Law Tripos,1,0,0,0,6,Female
000181,Christ's,Law Tripos,1,0,0,0,8,Female
000182,Christ's,Law Tripos,1,0,0,0,8,Female
000183,Christ's,Law Tripos,1,0,0,0,8,Male
000184,Christ's,Law Tripos,1,0,0,0,6,Female
000185,Christ's,Law Tripos,1,0,0,0,7,Male
000186,Christ's,Law Tripos,1,0,0,0,5,Female
000187,Christ's,Law Tripos,2,0,0,0,5,Female
000188,Christ's,Law Tripos,2,0,0,0,4,Male
000189,Christ's,Law Tripos,2,0,0,0,5,Female
000190,Christ's,Law Tripos,2,0,0,0,8,Female
000191,Christ's,Law Tripos,2,0,0,0,6,Female
000192,Christ's,Law Tripos,2,0,0,0,6,Female
000193,Christ's,Law Tripos,2,0,0,0,7,Female
000194,Christ's,Law Tripos,2,0,0,0,9,Female
000195,Christ's,Law Tripos,2,0,0,0,6,Male
000196,Christ's,Law Tripos,3,0,0,0,7,Male
000197,Christ's,Law Tripos,3,0,0,0,5,Female
000198,Christ's,Law Tripos,3,0,0,0,6,Female
000199,Christ's,Law Tripos,3,0,0,0,6,Male
000200,Christ's,Law Tripos,3,0,0,0,9,Female
000201,Christ's,Law Tripos,3,0,0,0,7,Male
000202,Christ's,Law Tripos,3,0,0,0,7,Female
000203,Christ's,Law Tripos,3,0,0,0,10,Female
000204,Christ's,Law Tripos,3,0,0,0,10,Female
000205,Christ's,Linguistics Tripos,1,0,0,0,13,Female
000206,Christ's,Linguistics Tripos,1,0,0,0,9,Male
000207,Christ's,Linguistics Tripos,2,0,0,0,8,Female
000208,Christ's,Linguistics Tripos,2,0,0,0,7,Female
000209,Christ's,Linguistics Tripos,3,0,0,0,8,Male
000210,Christ's,Linguistics Tripos,3,0,0,0,6,Female
000211,Christ's,Mathematical Tripos,1,0,0,0,5,Female
000212,Christ's,Mathematical Tripos,1,0,0,0,6,Male
000213,Christ's,Mathematical Tripos,1,0,0,0,6,Female
000214,Christ's,Mathematical Tripos,1,0,0,0,3,Female
000215,Christ's,Mathematical Tripos,1,0,0,0,5,Male
000216,Christ's,Mathematical Tripos,1,0,0,0,5,Male
000217,Christ's,Mathematical Tripos,1,0,0,0,5,Male
000218,Christ's,Mathematical Tripos,1,0,0,0,5,Male
000219,Christ's,Mathematical Tripos,1,0,0,0,5,Male
000220,Christ's,Mathematical Tripos,1,0,0,0,2,Male
000221,Christ's,Mathematical Tripos,2,0,0,0,3,Male
000222,Christ's,Mathematical Tripos,2,0,0,0,4,Male
000223,Christ's,Mathematical Tripos,2,0,0,0,4,Male
000224,Christ's,Mathematical Tripos,2,0,0,0,3,Male
000225,Christ's,Mathematical Tripos,2,0,0,0,5,Male
000226,Christ's,Mathematical Tripos,2,0,0,0,8,Male
000227,Christ's,Mathematical Tripos,2,0,0,0,6,Male
000228,Christ's,Mathematical Tripos,2,0,0,0,4,Male
000229,Christ's,Mathematical Tripos,2,0,0,0,5,Male
000230,Christ's,Mathematical Tripos,2,0,0,0,5,Female
000231,Christ's,Mathematical Tripos,3,0,0,0,3,Male
000232,Christ's,Mathematical Tripos,3,0,0,0,3,Male
000233,Christ's,Mathematical Tripos,3,0,0,0,3,Male
000234,Christ's,Mathematical Tripos,3,0,0,0,6,Male
000235,Christ's,Mathematical Tripos,3,0,0,0,9,Female
000236,Christ's,Mathematical Tripos,3,0,0,0,4,Male
000237,Christ's,Mathematical Tripos,3,0,0,0,5,Male
000238,Christ's,Mathematical Tripos,3,0,0,0,4,Male
000239,Christ's,Mathematical Tripos,3,0,0,0,8,Male
000240,Christ's,Mathematical Tripos,3,0,0,0,5,Male
000241,Christ's,Mathematical Tripos,4,0,0,0,3,Female
000242,Christ's,Mathematical Tripos,4,0,0,0,6,Male
000243,Christ's,Mathematical Tripos,4,0,0,0,5,Male
000244,Christ's,Medicine,1,0,0,0,7,Female
000245,Christ's,Medicine,1,0,0,0,7,Male
000246,Christ's,Medicine,1,0,0,0,5,Female
000247,Christ's,Medicine,1,0,0,0,4,Male
000248,Christ's,Medicine,1,0,0,0,9,Male
000249,Christ's,Medicine,1,0,0,0,6,Male
000250,Christ's,Medicine,1,0,0,0,5,Female
000251,Christ's,Medicine,1,0,0,0,6,Male
000252,Christ's,Medicine,1,0,0,0,8,Male
000253,Christ's,Medicine,1,0,0,0,7,Female
000254,Christ's,Medicine,1,0,0,0,6,Female
000255,Christ's,Medicine,1,0,0,0,8,Male
000256,Christ's,Medicine,1,0,0,0,6,Female
000257,Christ's,Medicine,2,0,0,0,6,Male
000258,Christ's,Medicine,2,0,0,0,7,Female
000259,Christ's,Medicine,2,0,0,0,4,Male
000260,Christ's,Medicine,2,0,0,0,6,Male
000261,Christ's,Medicine,2,0,0,0,7,Male
000262,Christ's,Medicine,2,0,0,0,5,Female
000263,Christ's,Medicine,2,0,0,0,7,Male
000264,Christ's,Medicine,2,0,0,0,6,Male
000265,Christ's,Medicine,2,0,0,0,5,Female
000266,Christ's,Medicine,2,0,0,0,7,Female
000267,Christ's,Medicine,2,0,0,0,4,Male
000268,Christ's,Medicine,2,0,0,0,7,Female
000269,Christ's,Medicine,2,0,0,0,7,Female
000270,Christ's,Medicine,3,0,0,0,7,Female
000271,Christ's,Medicine,3,0,0,0,6,Male
000272,Christ's,Medicine,3,0,0,0,4,Male
000273,Christ's,Medicine,3,0,0,0,6,Female
000274,Christ's,Medicine,3,0,0,0,8,Male
000275,Christ's,Medicine,3,0,0,0,5,Female
000276,Christ's,Medicine,3,0,0,0,4,Female
000277,Christ's,Medicine,3,0,0,0,6,Male
000278,Christ's,Medicine,3,0,0,0,6,Female
000279,Christ's,Medicine,3,0,0,0,9,Female
000280,Christ's,Medicine,3,0,0,0,10,Female
000281,Christ's,Medicine,3,0,0,0,7,Female
000282,Christ's,Medicine,3,0,0,0,5,Male
000283,Christ's,Medicine,4,0,0,0,7,Male
000284,Christ's,Medicine,4,0,0,0,6,Female
000285,Christ's,Medicine,4,0,0,0,9,Female
000286,Christ's,Medicine,4,0,0,0,7,Female
000287,Christ's,Medicine,4,0,0,0,6,Female
000288,Christ's,Medicine,4,0,0,0,7,Male
000289,Christ's,Medicine,4,0,0,0,5,Male
000290,Christ's,Medicine,4,0,0,0,6,Male
000291,Christ's,Medicine,4,0,0,0,6,Female
000292,Christ's,Medicine,4,0,0,0,9,Female
000293,Christ's,Medicine,4,0,0,0,7,Female
000294,Christ's,Medicine,4,0,0,0,7,Male
000295,Christ's,Medicine,4,0,0,0,7,Male
000296,Christ's,Mod & Med Langs Tripos,1,0,0,0,8,Female
000297,Christ's,Mod & Med Langs Tripos,1,0,0,0,9,Female
000298,Christ's,Mod & Med Langs Tripos,1,0,0,0,8,Female
000299,Christ's,Mod & Med Langs Tripos,1,0,0,0,6,Female
000300,Christ's,Mod & Med Langs Tripos,1,0,0,0,10,Female
000301,Christ's,Mod & Med Langs Tripos,2,0,0,0,9,Female
000302,Christ's,Mod & Med Langs Tripos,2,0,0,0,7,Male
000303,Christ's,Mod & Med Langs Tripos,2,0,0,0,9,Female
000304,Christ's,Mod & Med Langs Tripos,2,0,0,0,6,Female
000305,Christ's,Mod & Med Langs Tripos,2,0,0,0,7,Female
000306,Christ's,Mod & Med Langs Tripos,4,0,0,0,7,Female
000307,Christ's,Mod & Med Langs Tripos,4,0,0,0,6,Male
000308,Christ's,Mod & Med Langs Tripos,4,0,0,0,7,Female
000309,Christ's,Mod & Med Langs Tripos,4,0,0,0,6,Female
000310,Christ's,Mod & Med Langs Tripos,4,0,0,0,9,Male
000311,Christ's,Music Tripos,1,0,0,0,7,Male
000312,Christ's,Music Tripos,1,0,0,0,9,Female
000313,Christ's,Music Tripos,2,0,0,0,8,Male
000314,Christ's,Music Tripos,2,0,0,0,6,Male
000315,Christ's,Music Tripos,3,0,0,0,8,Male
000316,Christ's,Music Tripos,3,0,0,0,7,Female
000317,Christ's,Natural Sciences Tripos,1,0,0,0,4,Male
000318,Christ's,Natural Sciences Tripos,1,0,0,0,3,Male
000319,Christ's,Natural Sciences Tripos,1,0,0,0,8,Female
000320,Christ's,Natural Sciences Tripos,1,0,0,0,6,Female
000321,Christ's,Natural Sciences Tripos,1,0,0,0,3,Male
000322,Christ's,Natural Sciences Tripos,1,0,0,0,4,Female
000323,Christ's,Natural Sciences Tripos,1,0,0,0,8,Female
000324,Christ's,Natural Sciences Tripos,1,0,0,0,6,Male
000325,Christ's,Natural Sciences Tripos,1,0,0,0,6,Female
000326,Christ's,Natural Sciences Tripos,1,0,0,0,8,Male
000327,Christ's,Natural Sciences Tripos,1,0,0,0,5,Male
000328,Christ's,Natural Sciences Tripos,1,0,0,0,6,Female
000329,Christ's,Natural Sciences Tripos,1,0,0,0,7,Female
000330,Christ's,Natural Sciences Tripos,1,0,0,0,6,Female
000331,Christ's,Natural Sciences Tripos,1,0,0,0,8,Female
000332,Christ's,Natural Sciences Tripos,1,0,0,0,8,Male
000333,Christ's,Natural Sciences Tripos,1,0,0,0,5,Male
000334,Christ's,Natural Sciences Tripos,1,0,0,0,8,Female
000335,Christ's,Natural Sciences Tripos,1,0,0,0,4,Female
000336,Christ's,Natural Sciences Tripos,1,0,0,0,4,Female
000337,Christ's,Natural Sciences Tripos,1,0,0,0,6,Female
000338,Christ's,Natural Sciences Tripos,1,0,0,0,7,Male
000339,Christ's,Natural Sciences Tripos,1,0,0,0,7,Male
000340,Christ's,Natural Sciences Tripos,2,0,0,0,6,Female
000341,Christ's,Natural Sciences Tripos,2,0,0,0,7,Male
000342,Christ's,Natural Sciences Tripos,2,0,0,0,6,Female
000343,Christ's,Natural Sciences Tripos,2,0,0,0,5,Female
000344,Christ's,Natural Sciences Tripos,2,0,0,0,4,Male
000345,Christ's,Natural Sciences Tripos,2,0,0,0,5,Male
000346,Christ's,Natural Sciences Tripos,2,0,0,0,7,Female
000347,Christ's,Natural Sciences Tripos,2,0,0,0,9,Female
000348,Christ's,Natural Sciences Tripos,2,0,0,0,7,Male
000349,Christ's,Natural Sciences Tripos,2,0,0,0,7,Female
000350,Christ's,Natural Sciences Tripos,2,0,0,0,6,Female
000351,Christ's,Natural Sciences Tripos,2,0,0,0,4,Male
000352,Christ's,Natural Sciences Tripos,2,0,0,0,5,Female
000353,Christ's,Natural Sciences Tripos,2,0,0,0,7,Female
000354,Christ's,Natural Sciences Tripos,2,0,0,0,6,Male
000355,Christ's,Natural Sciences Tripos,2,0,0,0,4,Female
000356,Christ's,Natural Sciences Tripos,2,0,0,0,5,Male
000357,Christ's,Natural Sciences Tripos,2,0,0,0,5,Male
000358,Christ's,Natural Sciences Tripos,2,0,0,0,3,Female
000359,Christ's,Natural Sciences Tripos,2,0,0,0,4,Male
000360,Christ's,Natural Sciences Tripos,2,0,0,0,7,Male
000361,Christ's,Natural Sciences Tripos,2,0,0,0,3,Male
000362,Christ's,Natural Sciences Tripos,2,0,0,0,6,Male
000363,Christ's,Natural Sciences Tripos,3,0,0,0,8,Male
000364,Christ's,Natural Sciences Tripos,3,0,0,0,5,Male
000365,Christ's,Natural Sciences Tripos,3,0,0,0,7,Female
000366,Christ's,Natural Sciences Tripos,3,0,0,0,6,Male
000367,Christ's,Natural Sciences Tripos,3,0,0,0,3,Female
000368,Christ's,Natural Sciences Tripos,3,0,0,0,6,Male
000369,Christ's,Natural Sciences Tripos,3,0,0,0,7,Male
000370,Christ's,Natural Sciences Tripos,3,0,0,0,6,Female
000371,Christ's,Natural Sciences Tripos,3,0,0,0,5,Male
000372,Christ's,Natural Sciences Tripos,3,0,0,0,4,Male
000373,Christ's,Natural Sciences Tripos,3,0,0,0,8,Female
000374,Christ's,Natural Sciences Tripos,3,0,0,0,3,Male
000375,Christ's,Natural Sciences Tripos,3,0,0,0,3,Male
000376,Christ's,Natural Sciences Tripos,3,0,0,0,4,Female
000377,Christ's,Natural Sciences Tripos,3,0,0,0,5,Male
000378,Christ's,Natural Sciences Tripos,3,0,0,0,5,Male
000379,Christ's,Natural Sciences Tripos,3,0,0,0,6,Male
000380,Christ's,Natural Sciences Tripos,3,0,0,0,7,Male
000381,Christ's,Natural Sciences Tripos,3,0,0,0,8,Male
000382,Christ's,Natural Sciences Tripos,3,0,0,0,5,Male
000383,Christ's,Natural Sciences Tripos,3,0,0,0,7,Male
000384,Christ's,Natural Sciences Tripos,3,0,0,0,4,Male
000385,Christ's,Natural Sciences Tripos,3,0,0,0,4,Male
000386,Christ's,Natural Sciences Tripos,4,0,0,0,7,Male
000387,Christ's,Natural Sciences Tripos,4,0,0,0,5,Female
000388,Christ's,Natural Sciences Tripos,4,0,0,0,4,Male
000389,Christ's,Natural Sciences Tripos,4,0,0,0,5,Female
000390,Christ's,Natural Sciences Tripos,4,0,0,0,6,Female
000391,Christ's,Natural Sciences Tripos,4,0,0,0,6,Male
000392,Christ's,Natural Sciences Tripos,4,0,0,0,3,Male
000393,Christ's,Natural Sciences Tripos,4,0,0,0,5,Male
000394,Christ's,Natural Sciences Tripos,4,0,0,0,5,Male
000395,Christ's,Natural Sciences Tripos,4,0,0,0,7,Female
000396,Christ's,Natural Sciences Tripos,4,0,0,0,3,Male
000397,Christ's,Natural Sciences Tripos,4,0,0,0,5,Male
000398,Christ's,Natural Sciences Tripos,4,0,0,0,5,Male
000399,Christ's,Natural Sciences Tripos,4,0,0,0,6,Female
000400,Christ's,Natural Sciences Tripos,4,0,0,0,6,Female
000401,Christ's,Natural Sciences Tripos,4,0,0,0,6,Male
000402,Christ's,Philosophy Tripos,1,0,0,0,7,Male
000403,Christ's,Philosophy Tripos,2,0,0,0,10,Female
000404,Christ's,Philosophy Tripos,3,0,0,0,8,Male
000405,Christ's,Psych & Behav Sciences Tripos,1,0,0,0,7,Female
000406,Christ's,Psych & Behav Sciences Tripos,1,0,0,0,8,Female
000407,Christ's,Psych & Behav Sciences Tripos,1,0,0,0,9,Female
000408,Christ's,Psych & Behav Sciences Tripos,2,0,0,0,8,Female
000409,Christ's,Psych & Behav Sciences Tripos,2,0,0,0,12,Male
000410,Christ's,Psych & Behav Sciences Tripos,2,0,0,0,7,Female
000411,Christ's,Psych & Behav Sciences Tripos,3,0,0,0,8,Female
000412,Christ's,Psych & Behav Sciences Tripos,3,0,0,0,9,Female
000413,Christ's,Psych & Behav Sciences Tripos,3,0,0,0,7,Female
000414,Christ's,"Theo,Relig,&Philo of Re Tripos",1,0,0,0,10,Female
000415,Christ's,"Theo,Relig,&Philo of Re Tripos",2,0,0,0,6,Female
000416,Christ's,"Theo,Relig,&Philo of Re Tripos",3,0,0,0,7,Female
000417,Churchill,Architecture Tripos,1,0,0,0,7,Female
000418,Churchill,Architecture Tripos,1,0,0,0,8,Female
000419,Churchill,Architecture Tripos,1,0,0,0,6,Male
000420,Churchill,Architecture Tripos,2,0,0,0,7,Male
000421,Churchill,Architecture Tripos,2,0,0,0,8,Female
000422,Churchill,Architecture Tripos,2,0,0,0,4,Female
000423,Churchill,Architecture Tripos,3,0,0,0,8,Female
000424,Churchill,Architecture Tripos,3,0,0,0,6,Female
000425,Churchill,Architecture Tripos,3,0,0,0,5,Female
000426,Churchill,Asian & Middle Eastern Studies,1,0,0,0,5,Female
000427,Churchill,Asian & Middle Eastern Studies,1,0,0,0,6,Male
000428,Churchill,Asian & Middle Eastern Studies,2,0,0,0,6,Male
000429,Churchill,Asian & Middle Eastern Studies,2,0,0,0,6,Female
000430,Churchill,Asian & Middle Eastern Studies,3,0,0,0,7,Female
000431,Churchill,Asian & Middle Eastern Studies,3,0,0,0,5,Female
000432,Churchill,Chem Eng via Engineering,1,0,0,0,4,Female
000433,Churchill,Chem Eng via Engineering,1,0,0,0,3,Male
000434,Churchill,Chem Eng via Engineering,2,0,0,0,6,Male
000435,Churchill,Chem Eng via Engineering,2,0,0,0,6,Male
000436,Churchill,Chem Eng via Engineering,3,0,0,0,9,Male
000437,Churchill,Chem Eng via Engineering,3,0,0,0,5,Female
000438,Churchill,Chem Eng via Engineering,4,0,0,0,6,Male
000439,Churchill,Chem Eng via Engineering,4,0,0,0,6,Male
000440,Churchill,Chem Eng via Nat Sciences,1,0,0,0,6,Male
000441,Churchill,Chem Eng via Nat Sciences,1,0,0,0,5,Male
000442,Churchill,Chem Eng via Nat Sciences,1,0,0,0,3,Female
000443,Churchill,Chem Eng via Nat Sciences,2,0,0,0,5,Male
000444,Churchill,Chem Eng via Nat Sciences,2,0,0,0,5,Female
000445,Churchill,Chem Eng via Nat Sciences,2,0,0,0,3,Male
000446,Churchill,Chem Eng via Nat Sciences,3,0,0,0,6,Female
000447,Churchill,Chem Eng via Nat Sciences,3,0,0,0,5,Female
